acteur,ligne,sentiment
Monica,"You’re just new at this, it’ll get better, think about your first day at work. I mean, that couldn’t have been easy but you figured that out.",0.4404
Rachel,Yeah I don’t think dressing provocatively is going to help me here! Oh my god just please take her.,0.8221
Monica,"Okay I’ll take her, here.",0.2263
Rachel,I have to go to the bathroom.,0.0
Phoebe,I have to go scream into a pillow.,-0.4019
Monica,"Bouncy baby, Bouncy baby, Ooh baby baby, Ooh baby baby, Ooh baby baby.",0.0
Phoebe,Have I gone deaf?,0.0
Monica,"It worked! Ooh baby baby baby, ooh baby baby baby!",0.0
Phoebe,You must be a fireball in bed.,0.0
Monica,I can’t believe it!  She’s asleep!  I got her to go to sleep!   I have actual magical powers!,0.0
Phoebe,I can hear traffic and birds!  I can hear the voices in my head again!  I’m kidding.,0.2462
Rachel,Oh my God! You got her to stop crying!,-0.5837
Monica,"Yes I did, I’m Monica, Super Aunt",0.765
Rachel,You are the official baby crier stopper!,0.0
Monica,Yes I am!!,0.508
Rachel,You’re never leaving the apartment!,0.0
Monica,Say what?,0.0
Rachel,"That’s your new job, day and night, she starts crying I need you here.",-0.4767
Monica,Oh no no no no!,-0.7959
Phoebe,Thankfully you don’t need me at all  so Okay Super aunt see you later! Rachel let’s give it six to eight months .,0.8677
Rachel,Okay so listen I’m gonna go lay down.,0.2263
Monica,What?,0.0
Rachel,You know the book says that whenever she’s sleeping I should be sleeping so…,0.0
Chandler,Hey!,0.0
Monica,Shhh! We just got her to go to sleep,0.0
Chandler,Oh so there can’t be any yelling.,0.0
Monica,No.,-0.296
Chandler,We’re moving to Tulsa,0.0
Monica,What!?,0.0
Chandler,"Shhhh! Shhhhh! Shhhhh! Shhhhh!  I can’t, I can’t hear you.",0.0
Ross,Hey.,0.0
Rachel,"Heeeeey, where have you been?  What happened to you?",0.0
Ross,"Ah I had a little thing with Joey, if you think this is bad you should see him.",-0.5423
Rachel,"Oh no Ross! This is not good, we have to talk about this Joey thing. Please sit.  You have got to get over this Joey thing, okay? I never really wanted to marry Joey, okay?",0.2837
Ross,Okay.,0.2263
Rachel,You know what I really really want?,0.2195
Ross,"What, Rach?",0.0
Rachel,"I wanna sleep, I wanna eat, I wanna take a shower, I mean before she wakes up and we gotta do this all over again.",0.0
Ross,Right.,0.0
Rachel,"I mean I got news for you mister, Emma?  Not easy.",-0.3412
Ross,"Well, that’s what I’m here for.  Want me to get that?",0.34
Rachel,No its really okay… Monica!,-0.3595
Monica,Got it! Got it! Got it! Got it! Got it! Got it! Closing Credits,0.5673
Joey,"You know, ah, I’ve been thinking about this and I gotta tell ya, it’s not my fault. It’s a natural instinct.",0.5801
Chandler,"Hey, what you guys talking about?",0.0
Joey,"Hey OK great, what would you do if I did this? End",0.7925
Rachel,Joey.,0.0
Rachel,Oh my God.  Okay.,0.4588
Rachel,So uh…I guess we should…make it official huh?,0.0
Joey,Uh… Look Rach… Hey Ross is here! Hey look! It’s my good friend Ross. Hey Ross.,0.7707
Ross,Hey Joey.  Hey you.,0.0
Rachel,Hey you.,0.0
Joey,"Hey and look he brought flowers. Thanks Ross, but I’m really more of a candy guy.",0.2382
Ross,"You’re weird today.   Listen I uh, wanted to talk to you about something.",-0.1779
Rachel,"Uh yeah, actually I kinda need to talk to you too.",0.296
Ross,"Uh Joey, can you give us just a minute?",0.0
Joey,No.,-0.296
Ross,What?,0.0
Joey,"Oh, I’m sorry. I meant no.",-0.3612
Monica,Hi! Hey look who’s here! Mr. Geller: Where’s my granddaughter? I’ve been practicing my magic tricks.,-0.2695
Chandler,He pulled a quarter out of my ear!,0.0
Ross,"Hey, where’s uh, where’s mom?",0.0
Monica,"Oh, Aunt Liddy’s coming? That means we get five dollars each!",0.0
Chandler,Okay. Wow.,0.6908
Ross,"Uh Dad, Emma’s in the nursery. I’ll take you now. If you want, but  I really want to talk to you.",0.1531
Rachel,"I know, I still need to talk to you.",0.0
Joey,"Oh hey but, before you guys do that  I need to talk to you, and Ross, I need to talk to you.",0.0
Phoebe,Oh and I need to talk to you.,0.0
Monica,About what?,0.0
Phoebe,To see if know what these guys are talking about. Opening Credits,0.3612
Monica,Isn’t she beautiful?,0.5994
Ross,"What about Ben? Mr. Geller: Well of course Ben, I meant my first granddaughter.  Wow.",0.7096
Phoebe,"Have umm, have you thought anymore about you and Rachel?",0.0
Ross,"Oh well yeah, actually I was going to talk to her when you guys all came in the room.",0.5106
Phoebe,"Yay! It’s so exciting! Wow, you could’ve done that with us there.",0.911
Ross,Yeah right.,0.296
Phoebe,"Oh sure okay, you can touch yourself in front of us but you can’t talk to Rachel.",0.2732
Ross,What?! When have I ever touched myself in front of you guys?,0.0
Phoebe,"Oh please! Just before when you were asleep in the lounge! That Armenian family was watching you instead of the TV. Oh, that reminds me. That Mr. Hasmeje still has my Gameboy.",0.4374
Joey,"Hey Chandler, can I talk to you for a second?",0.0
Chandler,Sure.,0.3182
Joey,Dude I just did something terrible.,-0.4767
Chandler,That was you?! I thought it was Jack!,0.0
Joey,"No! No, that was Jack! Rachel thinks I asked her to marry me!",-0.6458
Chandler,What?! Why does she think that?,0.0
Joey,Because it kinda looked like I did.,0.3008
Chandler,"Again, what?!",0.0
Joey,"Okay well, I was down on one knee with the ring in my hand…",0.4588
Chandler,As we all are at some point during the day.,0.0
Joey,It wasn’t my ring! It fell out of Ross’s jacket! And when I knelt down to pick it up Rachel thought I was proposing!,0.0
Chandler,Ross had a ring?! And he was gonna propose?,0.0
Joey,I guess.,0.0
Chandler,And you did it first?! This is gonna kill him! You know how much he loves to propose!,-0.4359
Joey,I know! I know it’s awful.,-0.5093
Chandler,"Well, what did she say?",0.2732
Joey,She said yes.,0.4019
Chandler,Does Ross know?,0.0
Joey,"Oh God, what the hell am I going to tell him?",-0.5423
Chandler,Well maybe you don’t have to tell him anything.,0.2732
Joey,"Oh, I like that. Yeah…",0.3612
Chandler,"If you clear things up with Rachel then Ross never needs to find out, but you have to do it now before he hears about it and kicks your ass!",-0.6419
Joey,Now let’s not get carried away.,0.0
Monica,I want a baby.,0.0772
Chandler,"Honey, we’ve been over this. I need to be facing the other way.",0.0
Monica,"Come on! Come on, if we have sex again it’ll double our chances of getting pregnant. Do you think that closet’s still available?",0.2714
Chandler,"I’m so tired.  Yeah okay, but no foreplay.",-0.3768
Monica,Deal!,0.0
Ross,Dad seriously! Y’know you really should see someone about that! Mr. Geller: Noted.,-0.3147
Ross,"I wanna go talk to Rachel for a minute, are you gonna be okay alone for a bit?",-0.0258
Ross,Actually umm…,0.0
Phoebe,Hey!,0.0
Rachel,Hi.,0.0
Phoebe,Are you all right?,0.0
Rachel,Uhh… I think I just got engaged.,0.4019
Phoebe,Oh my God! He did it?,0.3382
Rachel,Well…did you know he was gonna ask me?,0.0
Phoebe,Are you kidding? I’m like the one who talked him into it. I like to think of myself as the puppet master of the group.,0.6597
Rachel,And you really think this is a good idea?,0.4404
Phoebe,"I just talked him into it, don’t tell me I have to do you too. The puppet master gets tired people.",-0.4404
Rachel,I just don’t know! It just doesn’t feel right.,0.0
Phoebe,"Why?! You two are so meant to be together, everybody thinks so.",0.0
Rachel,Really?! Even Ross?,0.0
Phoebe,Especially Ross!,0.0
Joey,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come back later.",0.0
Ross,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll come back.",0.6239
Phoebe,"There he goes, your fianc�e.",0.0
Rachel,I guess so.,0.0
Phoebe,Although he does play with himself in his sleep.,0.34
Rachel,I can’t say that I’m surprised.,0.2263
Ross,"Dad, what are you doing? Mr. Geller: I think there are people in there having sex.",0.0
Joey,"It can’t be me, I’m standing right here. Mr. Geller: Wanna peek?",0.0
Ross,No! Mr. Geller: Come on!,-0.4184
Ross,Y’know what? I don’t like you without mom.  Come on.,0.3612
Joey,We’re not peeking? Mr. Geller: Well I’m peeking.  Oh my God!,0.5411
Chandler,"Hello sir, you know Monica.",0.0
Joey,"Hey uh, is it okay to come in?",0.2263
Rachel,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",0.8652
Joey,"Yeah uh look Rach, there’s something I gotta tell ya.",0.296
Rachel,Hey!,0.0
Nurse,Hey! Are you ready to try nursing again?,0.4199
Rachel,"Yeah! Hi Emma. Hey, why do you think she won’t take my breast?",0.3595
Nurse,"It’s all right honey, it takes some babies a while to get it, but don’t worry. It’ll happen.",-0.5927
Joey,Yowsa!,0.0
Rachel,"Okay sweetie, you can do it. Just open up and put it in your mouth.",0.6249
Joey,Dear Lord.,0.3818
Rachel,"I’m sorry honey, what were you saying?",-0.0772
Joey,"Oh uh-uh yeah, I think that…",-0.2235
Rachel,"Oh look, she’s pulling away again! Do you think my nipples are too big for her mouth?  She looks scared. Doesn’t she look scared?",-0.7545
Joey,"Y’know, I don’t really know her.",0.0
Nurse,Why don’t we try massaging the breast to stimulate the flow.,0.2263
Joey,Are you kidding me?!,0.1759
Rachel,It’s just so frustrating! Why doesn’t she want my breast?!,-0.6156
Joey,I don’t know! Maybe she’s crazy!,-0.4559
Phoebe,Oh hey! Wait up!,0.0
Ross,Hi!,0.0
Phoebe,Congratulations! I didn’t want to say anything in front of Joey ‘cause I didn’t know if he knew yet.,0.6696
Ross,"What, that we had a baby? Come on let’s give him a little credit, although, he did eat a piece of plastic fruit earlier.",0.3197
Phoebe,"No! No, that you and Rachel are engaged!",-0.3147
Ross,What?,0.0
Phoebe,"Oh, it’s a secret. Oh goodie! Yes! We haven’t done the secret thing in a long time.",0.508
Ross,"Phoebe, there is no secret. Okay? I didn’t propose.",-0.0772
Phoebe,Are you lying? Is this like that time you tried to convince us that you were a doctor?,0.1179
Ross,I am a doctor! Y’know what? I’m just gonna go and talk to Rachel myself.,0.0
Phoebe,"All right, me too.  Should we wake her up?",0.0
Ross,"No! No, come on let her sleep! She’s so exhausted.",-0.8034
Phoebe,And so engaged.,0.4576
Ross,What?  Oh my God! She-she thinks we’re engaged! Why? Why? Why would she think we’re engaged?!,0.7674
Phoebe,Perhaps because you gave her an engagement ring? Y’know Ross doctors are supposed to be smart.,0.6908
Ross,I didn’t give her that ring!,0.0
Phoebe,Really?,0.0
Ross,No!,-0.3595
Phoebe,So whose ring is it?,0.0
Ross,It’s mine.,0.0
Phoebe,Is it an engagement ring?,0.4588
Ross,Yes!,0.4574
Phoebe,But you didn’t give it to her?,0.0
Ross,No!,-0.3595
Phoebe,But you were going to propose?,0.0
Ross,No!!,-0.4184
Phoebe,"Huh, I might be losing interest in this.",0.1027
Ross,"Look. Look, my mom gave me that ring because she wanted me to propose to Rachel, but all I wanted to do is if she maybe…kinda…wanted ah…start…things up again.",0.0
Phoebe,"Oh, what beautiful lukewarm sentiment.",0.5994
Ross,"Look, I didn’t want to rush into anything. And it seemed like she didn’t want to either. But I don’t, I don’t understand how any of this happened! What? Did she find the ring in my jacket, assume that I was going to propose, throw it on, and-and just start telling people?",0.4023
Phoebe,"No! No, she said you actually proposed to her.",-0.5707
Ross,Well I didn’t! I didn’t propose!  Unless uh…  Did I? I haven’t slept in forty hours and…it does sound like something I would do. Commercial Break,0.6351
Chandler,"Look, we can’t stay in here forever.",0.0
Monica,"Oh, I still can’t believe my dad saw us having sex! He didn’t make it to one of piano recitals, but this he sees!",0.0
Chandler,"This is okay. We’re all adults here; there’s nothing to be ashamed of. Now, let’s put our underwear in our pockets and walk out the door.",0.5352
Monica,Hi Dad! I can still call you that right? Mr. Geller: Of course. I’ll always be your dad.,0.0
Chandler,"I just want you to know that what you witnessed in there, that wasn’t for fun.",0.5574
Monica,It wasn’t fun?!,0.0
Chandler,"Why? Why-why-would you—Wh-why…  Look, I just don’t want you to think that we’re animals who do it whenever we want.",0.1531
Monica,"The truth is, Dad, we’re-we’re trying. Mr. Geller: What?",0.3182
Monica,"Yeah, we’re trying to get pregnant.",0.296
Monica,"Well, that’s okay dad, we-we can wait until later. Mr. Geller: Whoa-whoa-whoa! I don’t think so! Aren’t you ovulating?",0.555
Monica,Daddy?!,0.0
Chandler,"That’s funny, this conversation’s how I got the bullet hole in my head. Mr. Geller: This one time I had my knee up on the sink and your mother, she was…",0.4404
Monica,Daddy! I don’t think we need to hear about the specific positions you and mom had sex.,0.0
Monica,I don’t feel good right now.,0.4404
Chandler,"Seriously sir, my brains? All over the wall.",-0.1779
Monica,Hey.,0.0
Rachel,Hey. I need to tell you something.,0.0
Monica,"Well, now’s a good time. I’m on my way to have my ears cut off.",0.4404
Rachel,Joey asked me marry him.,0.0
Monica,What?,0.0
Rachel,Joey proposed to me.,0.0
Monica,Is he crazy?! You just had Ross’s baby!,0.0
Rachel,"Well, I-I said yes.",0.5859
Monica,"What?! Are you crazy? You just had Ross’s baby! It’s-it’s so inappropriate. No, it’s worse than that. It’s wrong. It’s… It is bigger than mine!",-0.9065
Rachel,"I know. Days of Our Lives, thank you very much.",0.3612
Monica,You can’t marry him!,0.0
Rachel,Why not? I don’t want to do this alone! And he’s such a sweet guy and he loves me so much.,0.6726
Monica,Well do you love him?,0.743
Rachel,Sure.,0.3182
Monica,Sure?,0.3182
Rachel,"Yeah, I mean whatever.",0.296
Monica,"Honey, the question is…do you really want to marry Joey?",0.1513
Rachel,"No. No, I don’t. Could you be a dear and go tell him?",-0.2023
Chandler,You still haven’t told Rachel you weren’t really proposing?,0.0
Joey,"No! She had the ring on, she seemed so excited, and then she took her breast out.",0.2978
Chandler,"Joey, you have to tell her what’s going on! And what did it look like?!",0.0
Joey,I didn’t look at it. Stupid baby’s head was blocking most of it.,-0.7184
